-0.106600	0.000000	-0.000000
-0.000000	0.108217	0.000000
0.108542	0.000000	-0.000000
0.063001	0.080927	-0.026631
-0.066641	0.068691	-0.003210
0.101791	-0.014647	-0.020561
-0.097938	-0.014143	-0.010421
-0.057300	0.040235	0.036983
-0.062689	0.036336	0.036555
-0.068093	0.033886	0.033943
-0.067902	0.033418	0.028572
-0.060769	0.035139	0.025151
-0.053182	0.090278	0.060533
-0.051210	0.074701	0.057358
-0.052385	0.058990	0.043724
-0.003628	0.062950	0.045491
-0.009681	0.062130	0.042000
-0.011299	0.052947	0.037163
-0.005015	0.052445	0.032192
-0.000982	0.055366	0.035412
-0.002788	0.054120	0.031691
0.004071	0.056543	0.036790
-0.002564	0.055965	0.040142
0.025922	0.050865	0.039381
0.019746	0.052698	0.041208
0.016890	0.052160	0.036404
0.018047	0.050034	0.029795
0.023774	0.034746	0.014960
0.028432	0.037005	0.015993
0.032300	0.036794	0.020865
0.030199	0.035478	0.026087
0.025418	0.034041	0.027815
0.042725	0.026120	0.055227
0.036286	0.029946	0.052758
0.036050	0.030550	0.045179
0.039052	0.032100	0.042053
0.041833	0.027571	0.037186
0.047932	0.023801	0.038907
0.048968	0.022725	0.045339
0.046307	0.019473	0.050077
0.048614	0.023770	0.050063
-0.031652	0.024937	0.062929
-0.038303	0.024451	0.060320
-0.038742	0.023835	0.055871
-0.031249	0.023771	0.050851
-0.028382	0.028653	0.051324
-0.021819	0.027306	0.053495
-0.020388	0.026632	0.058189
-0.025744	0.024821	0.062657
0.080437	0.002499	0.034065
0.076310	0.006885	0.038902
0.071730	0.022854	0.040802
0.071704	0.024751	0.031968
0.071460	0.023115	0.026600
0.076178	0.020129	0.022175
0.079526	0.017717	0.024785
0.081808	0.009512	0.030939
0.076132	0.013023	0.034287
-0.045180	0.036271	0.106524
-0.051180	0.032737	0.105660
-0.056985	0.031478	0.101797
-0.057857	0.032242	0.096807
-0.053547	0.037056	0.093547
-0.048300	0.036839	0.092957
-0.041670	0.039927	0.097109
-0.040494	0.037557	0.101145
-0.045222	0.034173	0.105425
0.004706	0.045053	0.101038
-0.002117	0.044775	0.101194
-0.008998	0.046681	0.099237
-0.008669	0.046376	0.094005
-0.002096	0.049979	0.090449
0.003604	0.049166	0.089110
0.009925	0.048883	0.091396
0.011662	0.046779	0.095613
-0.083689	0.028491	0.077445
-0.085313	0.022350	0.081285
-0.087260	0.016797	0.079181
-0.087905	0.014789	0.075836
-0.090202	0.014409	0.069261
-0.088030	0.014575	0.062705
-0.084170	0.020912	0.066009
-0.082188	0.025097	0.069751
-0.080727	0.024108	0.076566
-0.087361	-0.008141	0.049043
-0.086767	-0.013348	0.053692
-0.087587	-0.017826	0.054293
-0.090525	-0.021054	0.048394
-0.090669	-0.018415	0.042463
-0.090925	-0.012276	0.038458
-0.088189	-0.006361	0.039360
-0.086211	-0.005961	0.043905
-0.086300	-0.006556	0.050271
-0.065714	0.004618	0.095895
-0.069449	0.000137	0.093109
-0.070115	-0.005561	0.096269
-0.064725	-0.007112	0.100805
-0.060451	-0.005990	0.103940
-0.055529	-0.000688	0.105904
-0.056577	0.003779	0.103722
-0.060293	0.006000	0.098397
-0.065193	0.004926	0.094347
-0.069466	-0.000246	0.092115
-0.070591	-0.004383	0.096351
-0.013242	0.022592	0.120337
-0.018942	0.017915	0.122236
-0.017884	0.012008	0.124557
-0.011303	0.009667	0.126093
-0.004127	0.011219	0.125747
0.000711	0.016098	0.123582
0.000438	0.021127	0.119783
-0.006247	0.022297	0.117044
-0.013603	0.022119	0.119169
-0.018603	0.016241	0.121341
-0.018027	0.011623	0.124269
0.022229	0.019957	0.120215
0.015450	0.022190	0.119864
0.014175	0.027141	0.115874
0.018211	0.031749	0.112524
0.025900	0.034250	0.111680
0.032324	0.031813	0.111133
0.034452	0.026575	0.115499
0.029064	0.021823	0.118658
0.021844	0.021414	0.119788
0.047925	0.028301	0.102169
0.043292	0.031211	0.106941
0.039208	0.035888	0.104093
0.039397	0.039856	0.097975
0.042075	0.038688	0.092404
0.046963	0.037224	0.088232
0.050691	0.031884	0.091117
0.051109	0.028366	0.097683
0.046700	0.026490	0.101296
-0.072154	-0.037287	0.082694
-0.070325	-0.043708	0.082937
-0.071319	-0.046589	0.077283
-0.073528	-0.045987	0.072487
-0.077289	-0.042508	0.068297
-0.076900	-0.036898	0.067142
-0.073561	-0.033908	0.071677
-0.073236	-0.035038	0.076507
-0.070229	-0.038263	0.082204
-0.081355	-0.076228	0.012464
-0.076853	-0.080024	0.010866
-0.078683	-0.076286	0.001642
-0.079817	-0.071804	-0.001655
-0.080229	-0.065908	0.003438
-0.077539	-0.064782	0.007393
-0.077231	-0.066771	0.012219
-0.075345	-0.071742	0.016166
-0.074640	-0.072161	0.014374
-0.028267	-0.019466	0.126190
-0.023093	-0.025335	0.126048
-0.022175	-0.026759	0.126820
-0.027429	-0.030022	0.125010
-0.032590	-0.030803	0.123132
-0.038794	-0.027713	0.121241
-0.039106	-0.025587	0.120445
-0.034512	-0.020749	0.123057
-0.028547	-0.020230	0.126097
-0.023150	-0.025325	0.126270
0.026449	-0.002814	0.127106
0.021923	-0.009113	0.129286
0.024197	-0.013930	0.131399
0.032516	-0.011740	0.131172
0.038770	-0.010263	0.127994
0.042642	-0.003194	0.126984
0.038767	-0.002633	0.122670
0.033108	-0.003331	0.122964
0.026265	-0.004480	0.125386
0.022251	-0.009411	0.128022
0.058173	-0.006790	0.109494
0.054130	-0.004398	0.114389
0.052488	0.001737	0.112889
0.054276	0.006403	0.107200
0.058840	0.007579	0.102239
0.063084	0.003210	0.097571
0.064549	-0.001179	0.099292
0.061767	-0.004863	0.104971
0.057727	-0.005549	0.109421
0.053447	-0.004206	0.113442
0.053153	-0.010806	0.101682
0.074083	-0.003070	0.064059
0.074271	-0.007435	0.069555
0.076009	-0.013385	0.070251
0.079697	-0.014985	0.064539
0.080918	-0.013828	0.059050
0.083132	-0.007765	0.054136
0.080228	-0.004295	0.053567
0.079867	-0.005260	0.053122
0.076491	-0.002826	0.058114
0.073853	-0.003953	0.063708
0.073074	-0.009100	0.068594
0.021893	-0.063471	0.106168
0.015182	-0.063454	0.105536
0.007918	-0.062712	0.105525
0.003125	-0.068532	0.103992
0.003142	-0.071294	0.102661
0.003538	-0.070853	0.102372
0.012007	-0.070686	0.106725
0.017420	-0.069390	0.105355
0.022259	-0.064745	0.107176
0.022188	-0.062938	0.105976
0.015562	-0.059477	0.106370
-0.037729	-0.080073	0.089459
-0.036409	-0.083740	0.090635
-0.037781	-0.086890	0.084011
-0.039619	-0.083088	0.082546
-0.044964	-0.081656	0.077475
-0.048527	-0.080938	0.078467
-0.044897	-0.075353	0.082066
-0.040754	-0.077105	0.084331
-0.036053	-0.080226	0.088844
-0.035517	-0.083472	0.090066
-0.013094	-0.093299	0.086968
-0.019708	-0.097417	0.085534
-0.022023	-0.097437	0.084035
-0.016383	-0.097364	0.081002
-0.012517	-0.093670	0.081119
-0.012177	-0.092554	0.082189
-0.005400	-0.092518	0.084924
