-0.002482	-0.096034	0.082939
-0.010151	-0.093629	0.085681
-0.015374	-0.093064	0.085804
-0.021389	-0.096155	0.085305
0.054467	-0.008720	0.093848
0.052693	-0.013656	0.098098
0.053199	-0.019005	0.099075
0.057400	-0.020601	0.094407
0.060497	-0.018882	0.089356
0.062758	-0.013718	0.085183
0.062550	-0.011305	0.083485
0.058364	-0.009153	0.088310
0.054376	-0.010423	0.093707
0.042154	-0.077963	0.091716
0.049198	-0.078157	0.089914
0.049001	-0.074147	0.089315
0.045164	-0.078541	0.085112
0.040871	-0.074033	0.088182
0.034970	-0.074410	0.089563
0.035415	-0.074871	0.092099
0.039598	-0.074793	0.095180
0.046613	-0.071186	0.095211
0.051145	-0.071839	0.092411
0.069151	-0.050324	0.086165
0.065050	-0.048922	0.091834
0.064560	-0.047071	0.091269
0.065734	-0.040843	0.087385
0.069745	-0.039158	0.082004
0.073113	-0.040719	0.076343
0.073125	-0.043251	0.076707
0.069229	-0.045674	0.085753
0.065859	-0.049444	0.087681
0.070164	-0.070322	0.076843
0.073733	-0.064667	0.073154
0.075631	-0.065333	0.068762
0.070502	-0.071019	0.066775
0.064232	-0.065767	0.076659
0.058937	-0.067531	0.080656
0.059696	-0.070792	0.081327
0.063135	-0.065723	0.083204
0.068837	-0.067709	0.077723
0.085911	-0.028675	0.032262
0.086929	-0.034561	0.036117
0.087371	-0.039570	0.035507
0.087200	-0.039895	0.029114
0.085067	-0.035871	0.023912
0.087837	-0.028744	0.014725
0.087805	-0.028277	0.019008
0.088934	-0.034592	0.009441
0.087758	-0.031053	0.014627
0.086975	-0.034704	0.025658
0.071034	-0.088190	0.043108
0.066260	-0.092678	0.043819
0.062459	-0.093745	0.042566
0.064468	-0.091181	0.036725
0.068245	-0.089039	0.033862
0.074864	-0.083337	0.032435
0.077424	-0.083896	0.033987
0.073675	-0.085455	0.039247
0.069248	-0.087454	0.043647
0.064855	-0.092482	0.044160
0.025940	-0.103861	0.055373
0.020130	-0.105625	0.057845
0.014625	-0.109303	0.057472
0.010182	-0.110023	0.055528
0.011167	-0.109312	0.055539
0.016128	-0.106323	0.054415
0.022462	-0.105498	0.053103
0.026394	-0.101303	0.055850
0.026358	-0.100969	0.057900
0.039692	-0.108293	0.025781
0.036561	-0.113783	0.021789
0.033433	-0.110962	0.019525
0.037722	-0.107480	0.015354
0.042240	-0.101916	0.016103
0.046863	-0.098384	0.018909
0.047623	-0.099914	0.020447
0.045323	-0.101545	0.024012
0.043448	-0.103385	0.024441
0.039789	-0.109296	0.024655
-0.013054	-0.123220	0.027352
-0.018422	-0.121584	0.024615
-0.017679	-0.117869	0.024967
-0.009687	-0.117224	0.021264
-0.004217	-0.117798	0.020481
0.000792	-0.118553	0.024125
0.001171	-0.118485	0.028877
-0.005415	-0.119576	0.030832
-0.012134	-0.119353	0.030089
-0.015878	-0.118385	0.026816
-0.047794	-0.094105	0.049214
-0.048129	-0.092323	0.046942
-0.049134	-0.095853	0.039423
-0.046397	-0.096596	0.040005
-0.045922	-0.098507	0.046571
-0.046267	-0.097360	0.047691
-0.039584	-0.096526	0.055034
-0.035925	-0.094792	0.058427
-0.040958	-0.095068	0.058833
-0.042060	-0.088512	0.054225
-0.067601	-0.076539	0.000363
-0.068860	-0.079222	-0.006700
-0.070723	-0.076175	-0.010740
-0.072928	-0.070997	-0.012502
-0.069870	-0.064530	-0.011057
-0.070239	-0.065195	-0.006920
-0.068070	-0.067760	-0.004006
-0.066096	-0.072038	0.000819
-0.065699	-0.077175	0.000790
-0.038991	-0.093845	0.059520
-0.034993	-0.094627	0.060096
-0.038185	-0.098317	0.052226
-0.039996	-0.095306	0.050036
-0.045100	-0.090521	0.049742
-0.044593	-0.087870	0.046838
-0.043334	-0.084859	0.053273
-0.040584	-0.087995	0.055370
-0.036859	-0.092311	0.060114
